"Last Modified","Container Type","Container Description","Track Description","Ignore For Recommendations",Country,"Container Reference","Track Reference","Feature Name","First Event Timestamp","Last End Reason Tyoe","Last Event End Timestamp","Last Event Received Timestamp","Last Event Start Timestamp","Max Event End Position in millis","Max Play Duration in millis","Media duration in millis","Media type","Min Event Start Position in millis","Total plays","Total skips","Total play duration in millis"
2024-09-06T16:31:46.627Z,N/A,N/A,"Weeekly - Holiday Party",false,France,N/A,1578842459,"library / songs",2024-09-06T16:31:46.627Z,NATURAL_END_OF_TRACK,2024-09-06T16:34:56.227Z,2024-09-06T16:34:56.283Z,2024-09-06T16:31:46.627Z,189600,189600,189600,AUDIO,0,1,0,189600
2024-09-06T16:28:30.237Z,N/A,N/A,"Weeekly - Butterfly",false,France,N/A,1558430435,"library / songs",2024-09-06T16:28:30.237Z,NATURAL_END_OF_TRACK,2024-09-06T16:31:47.015Z,2024-09-06T16:31:47.077Z,2024-09-06T16:28:30.237Z,196778,196778,196778,AUDIO,0,1,0,196778
2024-09-06T16:25:14.171Z,N/A,N/A,"TREASURE - MY TREASURE",false,France,N/A,1547403581,"library / songs",2024-09-06T16:25:14.171Z,NATURAL_END_OF_TRACK,2024-09-06T16:28:30.153Z,2024-09-06T16:28:30.257Z,2024-09-06T16:25:14.171Z,195982,195982,195982,AUDIO,0,1,0,195982
2024-09-06T16:21:35.522Z,N/A,N/A,"STAYC - LOVE FOOL",false,France,N/A,1561143401,"library / songs",2024-09-06T16:21:35.522Z,NATURAL_END_OF_TRACK,2024-09-06T16:25:13.805Z,2024-09-06T16:25:13.898Z,2024-09-06T16:21:35.522Z,218283,218283,218283,AUDIO,0,1,0,218283
2024-09-06T16:17:56.654Z,N/A,N/A,"ASTRO - Let's go ride",false,France,N/A,1623303134,"library / songs",2024-09-06T16:17:56.654Z,NATURAL_END_OF_TRACK,2024-09-06T16:21:35.147Z,2024-09-06T16:21:35.255Z,2024-09-06T16:17:56.654Z,218493,218493,218493,AUDIO,0,1,0,218493
2024-09-06T16:14:17.846Z,N/A,N/A,"THE BOYZ - All About You",false,France,N/A,1657167617,"library / songs",2024-09-06T16:14:17.846Z,NATURAL_END_OF_TRACK,2024-09-06T16:17:56.243Z,2024-09-06T16:17:56.351Z,2024-09-06T16:14:17.846Z,218397,218397,218397,AUDIO,0,1,0,218397
2024-09-06T16:11:04.320Z,N/A,N/A,"iKON - Kiss Me",false,France,N/A,1685831467,"library / songs",2024-09-06T16:11:04.320Z,NATURAL_END_OF_TRACK,2024-09-06T16:14:17.573Z,2024-09-06T16:14:17.690Z,2024-09-06T16:11:04.320Z,193253,193253,193253,AUDIO,0,1,0,193253
2024-09-06T16:08:26.223Z,N/A,N/A,"JVKE - this is what heartbreak feels like",false,France,N/A,1613552734,"library / songs",2024-09-06T16:08:26.223Z,NATURAL_END_OF_TRACK,2024-09-06T16:11:03.923Z,2024-09-06T16:11:04.031Z,2024-09-06T16:08:26.223Z,157700,157700,157700,AUDIO,0,1,0,157700
2024-09-06T13:06:56.032Z,N/A,N/A,"TOMORROW X TOGETHER - 20cm",false,France,N/A,1553524708,"library / songs",2024-09-06T13:06:56.032Z,NATURAL_END_OF_TRACK,2024-09-06T16:08:25.767Z,2024-09-06T16:08:26.001Z,2024-09-06T16:08:19.903Z,217027,144195,217027,AUDIO,0,1,0,217027
2024-09-06T16:03:36.441Z,Playlist,🌴,"Dj Ken - Pwoblem (feat. Kalash)",false,France,256000273,1123066763,library/playlist_detail,2024-09-06T16:03:36.441Z,PLAYBACK_MANUALLY_PAUSED,2024-09-06T16:07:38.705Z,2024-09-06T16:07:38.705Z,2024-09-06T16:03:36.441Z,242400,242264,246456,AUDIO,136,1,0,242264
2024-08-30T21:54:29.419Z,Playlist,🌴,"Shenseea - Foreplay",false,France,256000273,1497827986,library/playlist_detail,2024-08-30T21:54:29.419Z,NATURAL_END_OF_TRACK,2024-09-06T16:03:36.393Z,2024-09-06T16:03:36.393Z,2024-09-06T16:00:50.185Z,166208,166208,166208,AUDIO,0,2,0,332284
2024-09-06T16:00:46.627Z,Playlist,🌴,"Kalash - Independant Gyal (feat. Pompis)",false,France,256000273,828564605,library/playlist_detail,2024-09-06T16:00:46.627Z,TRACK_SKIPPED_FORWARDS,2024-09-06T16:00:49.705Z,2024-09-06T16:00:49.705Z,2024-09-06T16:00:46.627Z,3216,3078,188569,AUDIO,138,1,1,3078
2024-09-06T15:57:19.790Z,Playlist,🌴,"Damso - Θ. Macarena",false,France,256000273,1440888904,library/playlist_detail,2024-09-06T15:57:19.790Z,NATURAL_END_OF_TRACK,2024-09-06T16:00:46.677Z,2024-09-06T16:00:46.677Z,2024-09-06T15:57:19.790Z,206887,206887,206887,AUDIO,0,1,0,206887
2024-08-30T21:45:42.308Z,Playlist,🌴,"Vybz Kartel - Tell You Say",false,France,256000273,1557512948,library/playlist_detail,2024-08-30T21:45:42.308Z,TRACK_SKIPPED_FORWARDS,2024-09-06T15:57:19.327Z,2024-09-06T15:57:19.327Z,2024-09-06T15:57:16.947Z,165093,165064,165093,AUDIO,0,3,2,169345
2024-09-06T15:57:14.714Z,Playlist,🌴,"Busy Signal - Stay So",false,France,256000273,1391241906,library/playlist_detail,2024-09-06T15:57:14.714Z,TRACK_SKIPPED_FORWARDS,2024-09-06T15:57:16.487Z,2024-09-06T15:57:16.487Z,2024-09-06T15:57:14.714Z,1773,1773,221030,AUDIO,0,1,1,1773
2024-09-06T15:57:11.831Z,Playlist,🌴,"Esy Kennenga - Comme si",false,France,256000273,768055396,library/playlist_detail,2024-09-06T15:57:11.831Z,TRACK_SKIPPED_FORWARDS,2024-09-06T15:57:14.250Z,2024-09-06T15:57:14.250Z,2024-09-06T15:57:11.831Z,2562,2419,167624,AUDIO,143,1,1,2419
2024-09-06T15:54:47.781Z,Playlist,🌴,"Kryssy - Bad cendrillon (feat. DJ Glad) [Edit]",false,France,256000273,1353362280,library/playlist_detail,2024-09-06T15:54:47.781Z,NATURAL_END_OF_TRACK,2024-09-06T15:57:11.837Z,2024-09-06T15:57:11.837Z,2024-09-06T15:54:47.781Z,144056,144056,144056,AUDIO,0,1,0,144056
2024-09-06T15:54:42.321Z,Playlist,🌴,"J Capri & Charly Black - Whine & Kotch",false,France,256000273,1381133050,library/playlist_detail,2024-09-06T15:54:42.321Z,TRACK_SKIPPED_FORWARDS,2024-09-06T15:54:47.332Z,2024-09-06T15:54:47.332Z,2024-09-06T15:54:42.321Z,5040,5011,217269,AUDIO,29,1,1,5011
2024-09-06T15:50:43.404Z,Playlist,🌴,"Kalash - Taken",false,France,256000273,1440843603,library/playlist_detail,2024-09-06T15:50:43.404Z,NATURAL_END_OF_TRACK,2024-09-06T15:54:42.331Z,2024-09-06T15:54:42.331Z,2024-09-06T15:50:43.404Z,238956,238927,238956,AUDIO,29,1,0,238927
2024-09-06T15:46:51.141Z,Playlist,🌴,"Kalash - Free Me",false,France,256000273,1505287630,library/playlist_detail,2024-09-06T15:46:51.141Z,NATURAL_END_OF_TRACK,2024-09-06T15:50:43.429Z,2024-09-06T15:50:43.429Z,2024-09-06T15:46:51.141Z,232315,232288,232315,AUDIO,27,1,0,232288
2024-09-06T15:42:28.615Z,Playlist,🌴,"Kalash - Bando",false,France,256000273,1440843586,library/playlist_detail,2024-09-06T15:42:28.615Z,NATURAL_END_OF_TRACK,2024-09-06T15:46:51.134Z,2024-09-06T15:46:51.134Z,2024-09-06T15:42:28.615Z,262664,262519,262664,AUDIO,145,1,0,262519
2024-09-06T15:39:14.361Z,Playlist,🌴,"Vybz Kartel - Miami Vice Episode",false,France,256000273,882926355,library/playlist_detail,2024-09-06T15:39:14.361Z,NATURAL_END_OF_TRACK,2024-09-06T15:42:28.642Z,2024-09-06T15:42:28.642Z,2024-09-06T15:39:14.361Z,194281,194281,194281,AUDIO,0,1,0,194281
2024-08-26T06:07:33.193Z,Playlist,🌴,"Nesly & Fanny J - CORDIALEMENT",false,France,256000273,1707296166,library/playlist_detail,2024-08-26T06:07:33.193Z,NATURAL_END_OF_TRACK,2024-09-06T15:39:13.992Z,2024-09-06T15:39:13.992Z,2024-09-06T15:35:44.793Z,209199,209199,209199,AUDIO,0,4,1,667890
2024-08-28T14:43:00.121Z,Playlist,🌴,"Whyneed & Izzy - Bad Lightning",false,France,256000273,1387072087,library/playlist_detail,2024-08-28T14:43:00.121Z,NATURAL_END_OF_TRACK,2024-09-06T15:35:44.344Z,2024-09-06T15:35:44.344Z,2024-09-06T15:33:30.412Z,133932,133932,133932,AUDIO,0,3,0,401707
2024-08-30T22:14:33.269Z,Playlist,🌴,"Charly Black - Tan Tuddy",false,France,256000273,1336802338,library/playlist_detail,2024-08-30T22:14:33.269Z,TRACK_SKIPPED_FORWARDS,2024-09-06T15:33:29.928Z,2024-09-06T15:33:29.928Z,2024-09-06T15:33:27.380Z,139250,139228,139250,AUDIO,22,2,1,141776
2024-09-06T15:29:29.645Z,Playlist,🌴,"Kalash - Mwaka Moon (feat. Damso)",false,France,256000273,1440918550,library/playlist_detail,2024-09-06T15:29:29.645Z,NATURAL_END_OF_TRACK,2024-09-06T15:33:27.417Z,2024-09-06T15:33:27.417Z,2024-09-06T15:29:29.645Z,237772,237772,237772,AUDIO,0,1,0,237772
2024-09-06T15:29:15.148Z,Playlist,🌴,"RDX - Ride It",false,France,256000273,1413338150,library/playlist_detail,2024-09-06T15:29:15.148Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2024-09-06T15:29:28.615Z,2024-09-06T15:29:28.615Z,2024-09-06T15:29:15.148Z,13487,13467,237819,AUDIO,20,1,1,13467
2024-09-06T15:26:25.363Z,Playlist,🌴,"JmaX - Fanatique Girl",false,France,256000273,804217310,library/playlist_detail,2024-09-06T15:26:25.363Z,NATURAL_END_OF_TRACK,2024-09-06T15:29:15.233Z,2024-09-06T15:29:15.233Z,2024-09-06T15:26:25.363Z,169900,169870,169900,AUDIO,30,1,0,169870
2024-08-26T18:11:41.815Z,Playlist,🌴,"RDX - Shake Your Bam Bam",false,France,256000273,1514455504,library/playlist_detail,2024-08-26T18:11:41.815Z,NATURAL_END_OF_TRACK,2024-09-06T15:26:25.316Z,2024-09-06T15:26:25.316Z,2024-09-06T15:22:47.821Z,217640,217495,217640,AUDIO,0,3,2,322411
2024-09-06T15:20:10.774Z,Playlist,🌴,"Mr. Vegas, Lizi & Walshy Fire - So High",false,France,256000273,1273457974,library/playlist_detail,2024-09-06T15:20:10.774Z,NATURAL_END_OF_TRACK,2024-09-06T15:22:47.833Z,2024-09-06T15:22:47.833Z,2024-09-06T15:20:10.774Z,157059,157059,157059,AUDIO,0,1,0,157059
2024-09-06T15:20:07.201Z,Playlist,🌴,"Elji - Tagada (feat. Sorrow)",false,France,256000273,1088815876,library/playlist_detail,2024-09-06T15:20:07.201Z,TRACK_SKIPPED_FORWARDS,2024-09-06T15:20:10.299Z,2024-09-06T15:20:10.299Z,2024-09-06T15:20:07.201Z,3128,3098,158406,AUDIO,30,1,1,3098
2024-09-06T15:16:38.996Z,Playlist,🌴,"Kalash - Plastik",false,France,256000273,1560940475,library/playlist_detail,2024-09-06T15:16:38.996Z,NATURAL_END_OF_TRACK,2024-09-06T15:20:07.223Z,2024-09-06T15:20:07.223Z,2024-09-06T15:16:38.996Z,208259,208227,208259,AUDIO,32,1,0,208227
2024-09-06T15:11:00.610Z,Playlist,🌴,"Konshens - Bruk off Yuh Back",false,France,256000273,1721037651,library/playlist_detail,2024-09-06T15:11:00.610Z,NATURAL_END_OF_TRACK,2024-09-06T15:13:53.977Z,2024-09-06T15:13:53.977Z,2024-09-06T15:11:00.610Z,173513,173367,173513,AUDIO,146,1,0,173367
2024-08-26T05:49:12.508Z,Playlist,🌴,"Mel - Touch Me (feat. JmaX) [Remix]",false,France,256000273,1280380737,library/playlist_detail,2024-08-26T05:49:12.508Z,NATURAL_END_OF_TRACK,2024-09-06T15:11:00.611Z,2024-09-06T15:11:00.611Z,2024-09-06T15:06:41.616Z,258995,258995,258995,AUDIO,0,2,1,760688
2024-08-26T19:06:50.298Z,Playlist,🌴,"Gifta - Ligne de mire",false,France,256000273,1108767129,library/playlist_detail,2024-08-26T19:06:50.298Z,TRACK_SKIPPED_FORWARDS,2024-09-06T15:06:41.173Z,2024-09-06T15:06:41.173Z,2024-09-06T15:06:38.794Z,102317,102317,147191,AUDIO,0,3,3,108659
2024-08-26T18:51:12.126Z,Playlist,🌴,"Macka Diamond - Dye Dye (Raw)",false,France,256000273,614858826,library/playlist_detail,2024-08-26T18:51:12.126Z,TRACK_SKIPPED_FORWARDS,2024-09-06T15:06:38.603Z,2024-09-06T15:06:38.603Z,2024-09-06T15:06:34.789Z,6475,4688,186316,AUDIO,0,3,3,14092
2024-09-06T15:02:35.406Z,Playlist,🌴,"Kalash - Danjé",false,France,256000273,1440843596,library/playlist_detail,2024-09-06T15:02:35.406Z,NATURAL_END_OF_TRACK,2024-09-06T15:06:34.549Z,2024-09-06T15:06:34.549Z,2024-09-06T15:02:35.406Z,239281,239143,239281,AUDIO,138,1,0,239143
2024-09-06T14:59:23.489Z,Playlist,🌴,"Vybz Kartel - Watch over Us",false,France,256000273,1519469902,library/playlist_detail,2024-09-06T14:59:23.489Z,NATURAL_END_OF_TRACK,2024-09-06T15:02:35.541Z,2024-09-06T15:02:35.541Z,2024-09-06T14:59:23.489Z,192052,192052,192052,AUDIO,0,1,0,192052
2024-08-27T19:19:22.913Z,Playlist,🌴,"Sorrow - Je suis caisson",false,France,256000273,1467870870,library/playlist_detail,2024-08-27T19:19:22.913Z,NATURAL_END_OF_TRACK,2024-09-06T14:59:22.549Z,2024-09-06T14:59:22.549Z,2024-09-06T14:56:52.084Z,150465,150465,150465,AUDIO,0,3,0,451395
2024-09-06T14:53:50.220Z,N/A,N/A,"Babe - Maria",false,France,N/A,1386421078,library/playlist_detail,2024-09-06T14:53:50.220Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2024-09-06T14:56:50.761Z,2024-09-06T14:56:50.761Z,2024-09-06T14:53:50.220Z,180674,180541,185000,AUDIO,133,1,1,180541
2024-09-06T14:50:05.120Z,Playlist,🌴,"Jolem Sanchez - Comme à la maison",false,France,256000273,1386420876,library/playlist_detail,2024-09-06T14:50:05.120Z,NATURAL_END_OF_TRACK,2024-09-06T14:53:50.191Z,2024-09-06T14:53:50.191Z,2024-09-06T14:50:05.120Z,225071,225071,225071,AUDIO,0,1,0,225071
2024-09-06T13:03:01.501Z,N/A,N/A,"TOMORROW X TOGETHER - Ghosting",false,France,N/A,1533455290,"library / songs",2024-09-06T13:03:01.501Z,NATURAL_END_OF_TRACK,2024-09-06T13:06:44.992Z,2024-09-06T13:06:45.069Z,2024-09-06T13:03:01.501Z,223491,223491,223491,AUDIO,0,1,0,223491
2024-09-06T12:54:10.522Z,N/A,N/A,"ZEROBASEONE - GOOD SO BAD",false,France,N/A,1762581259,"library / songs",2024-09-06T12:54:10.522Z,NATURAL_END_OF_TRACK,2024-09-06T13:03:03.102Z,2024-09-06T13:03:03.199Z,2024-09-06T13:01:14.939Z,178053,108163,178053,AUDIO,0,1,0,178053
2024-09-06T12:48:26.994Z,N/A,N/A,"STAYC - ﻿Be Mine",false,France,N/A,1701915219,"library / songs",2024-09-06T12:48:26.994Z,NATURAL_END_OF_TRACK,2024-09-06T12:54:08.790Z,2024-09-06T12:54:08.951Z,2024-09-06T12:53:40.531Z,165789,133966,165789,AUDIO,0,1,0,165789
2024-09-06T12:28:30.036Z,N/A,N/A,"EXO - Cream Soda",false,France,N/A,1695833433,"library / songs",2024-09-06T12:28:30.036Z,NATURAL_END_OF_TRACK,2024-09-06T12:48:24.038Z,2024-09-06T12:48:24.115Z,2024-09-06T12:48:20.748Z,185320,182030,185320,AUDIO,0,1,0,185320
2024-09-06T12:25:03.491Z,N/A,N/A,"Red Velvet - Carpool",false,France,N/A,1476513513,"library / songs",2024-09-06T12:25:03.491Z,NATURAL_END_OF_TRACK,2024-09-06T12:28:30.248Z,2024-09-06T12:28:30.340Z,2024-09-06T12:25:03.491Z,206757,206757,206757,AUDIO,0,1,0,206757
2024-09-06T12:22:01.241Z,N/A,N/A,"iKON - Holding On",false,France,N/A,1497659128,"library / songs",2024-09-06T12:22:01.241Z,NATURAL_END_OF_TRACK,2024-09-06T12:25:03.538Z,2024-09-06T12:25:03.600Z,2024-09-06T12:22:01.241Z,182297,182297,182297,AUDIO,0,1,0,182297
2024-09-06T12:15:26.186Z,N/A,N/A,"STAYC - LOVE",false,France,N/A,1634360918,"library / songs",2024-09-06T12:15:26.186Z,NATURAL_END_OF_TRACK,2024-09-06T12:22:01.227Z,2024-09-06T12:22:01.353Z,2024-09-06T12:20:57.245Z,186208,122226,186208,AUDIO,0,1,0,186208
2024-09-06T12:12:18.958Z,N/A,N/A,"NAYEON - HalliGalli (Prod. by LEE CHANHYUK of AKMU)",false,France,N/A,1745594624,"library / songs",2024-09-06T12:12:18.958Z,NATURAL_END_OF_TRACK,2024-09-06T12:15:26.542Z,2024-09-06T12:15:26.628Z,2024-09-06T12:12:18.958Z,187584,187584,187584,AUDIO,0,1,0,187584
2024-09-06T12:08:15.723Z,N/A,N/A,"BTS - The Truth Untold (feat. Steve Aoki)",false,France,N/A,1598730633,"library / songs",2024-09-06T12:08:15.723Z,NATURAL_END_OF_TRACK,2024-09-06T12:12:18.015Z,2024-09-06T12:12:18.167Z,2024-09-06T12:08:15.723Z,242292,242292,242292,AUDIO,0,1,0,242292
2024-09-06T12:05:42.140Z,N/A,N/A,"RIIZE - Boom Boom Bass",false,France,N/A,1749589154,"library / songs",2024-09-06T12:05:42.140Z,NATURAL_END_OF_TRACK,2024-09-06T12:08:15.093Z,2024-09-06T12:08:15.347Z,2024-09-06T12:05:42.140Z,152953,152953,152953,AUDIO,0,1,0,152953
2024-09-06T12:02:39.505Z,N/A,N/A,"j-hope & Nile Rodgers - lock / unlock (feat. benny blanco)",false,France,N/A,1730608083,"library / songs",2024-09-06T12:02:39.505Z,NATURAL_END_OF_TRACK,2024-09-06T12:05:41.523Z,2024-09-06T12:05:41.776Z,2024-09-06T12:02:39.505Z,182018,182018,182018,AUDIO,0,1,0,182018
2024-09-06T11:59:57.959Z,N/A,N/A,"STAYC - Roses (ISA)",false,France,N/A,1752835391,"library / songs",2024-09-06T11:59:57.959Z,NATURAL_END_OF_TRACK,2024-09-06T12:02:39.290Z,2024-09-06T12:02:39.374Z,2024-09-06T11:59:57.959Z,161331,161331,161331,AUDIO,0,1,0,161331
2024-09-06T11:52:44.566Z,N/A,N/A,"TAEYEON - Weekend",false,France,N/A,1574308371,"library / songs",2024-09-06T11:52:44.566Z,NATURAL_END_OF_TRACK,2024-09-06T11:56:37.979Z,2024-09-06T11:56:38.234Z,2024-09-06T11:52:44.566Z,233413,233413,233413,AUDIO,0,1,0,233413
2024-09-06T11:49:16.109Z,N/A,N/A,"SuperM - I Can't Stand The Rain",false,France,N/A,1477917598,"library / songs",2024-09-06T11:49:16.109Z,NATURAL_END_OF_TRACK,2024-09-06T11:52:44.322Z,2024-09-06T11:52:44.402Z,2024-09-06T11:49:16.109Z,208213,208213,208213,AUDIO,0,1,0,208213
2024-09-06T11:46:15.460Z,N/A,N/A,"NCT DREAM - Take My Breath",false,France,N/A,1658222139,"library / songs",2024-09-06T11:46:15.460Z,NATURAL_END_OF_TRACK,2024-09-06T11:49:16.446Z,2024-09-06T11:49:16.547Z,2024-09-06T11:46:15.460Z,180986,180986,180986,AUDIO,0,1,0,180986
2024-09-06T11:43:01.902Z,N/A,N/A,"TOMORROW X TOGETHER - Poppin' Star",false,France,N/A,1553524688,"library / songs",2024-09-06T11:43:01.902Z,NATURAL_END_OF_TRACK,2024-09-06T11:46:15.333Z,2024-09-06T11:46:15.425Z,2024-09-06T11:43:01.902Z,193431,193431,193431,AUDIO,0,1,0,193431
2024-09-06T11:40:14.276Z,N/A,N/A,"RIIZE - Lucky",false,France,N/A,1758650710,"library / songs",2024-09-06T11:40:14.276Z,NATURAL_END_OF_TRACK,2024-09-06T11:43:01.559Z,2024-09-06T11:43:01.814Z,2024-09-06T11:40:14.276Z,167283,167283,167283,AUDIO,0,1,0,167283
2024-09-06T11:36:03.794Z,N/A,N/A,"BTS - 00:00 (Zero O'Clock)",false,France,N/A,1599362879,"library / songs",2024-09-06T11:36:03.794Z,NATURAL_END_OF_TRACK,2024-09-06T11:40:14.145Z,2024-09-06T11:40:14.196Z,2024-09-06T11:36:03.794Z,250351,250351,250351,AUDIO,0,1,0,250351
2024-09-06T11:32:30.963Z,N/A,N/A,"TOMORROW X TOGETHER - Thursday's Child Has Far To Go",false,France,N/A,1618838989,"library / songs",2024-09-06T11:32:30.963Z,NATURAL_END_OF_TRACK,2024-09-06T11:36:02.362Z,2024-09-06T11:36:02.463Z,2024-09-06T11:32:30.963Z,211399,211399,211399,AUDIO,0,1,0,211399
2024-09-06T11:28:45.761Z,N/A,N/A,"EXO - Tempo (Live)",false,France,N/A,1508288495,"library / songs",2024-09-06T11:28:45.761Z,NATURAL_END_OF_TRACK,2024-09-06T11:32:30.881Z,2024-09-06T11:32:30.938Z,2024-09-06T11:28:45.761Z,225120,225120,225120,AUDIO,0,1,0,225120
2024-09-06T11:25:38.928Z,N/A,N/A,"iKON - Want You Back",false,France,N/A,1685831474,"library / songs",2024-09-06T11:25:38.928Z,NATURAL_END_OF_TRACK,2024-09-06T11:28:45.941Z,2024-09-06T11:28:45.997Z,2024-09-06T11:25:38.928Z,187013,187013,187013,AUDIO,0,1,0,187013
2024-09-06T11:22:18.262Z,N/A,N/A,"STAYC - Beauty Bomb",false,France,N/A,1752835392,"library / songs",2024-09-06T11:22:18.262Z,NATURAL_END_OF_TRACK,2024-09-06T11:25:38.550Z,2024-09-06T11:25:38.641Z,2024-09-06T11:22:18.262Z,200288,200288,200288,AUDIO,0,1,0,200288
2024-09-06T11:18:37.786Z,N/A,N/A,"Red Velvet - Umpah Umpah",false,France,N/A,1476513508,"library / songs",2024-09-06T11:18:37.786Z,NATURAL_END_OF_TRACK,2024-09-06T11:22:17.917Z,2024-09-06T11:22:18.037Z,2024-09-06T11:18:37.786Z,220131,220131,220131,AUDIO,0,1,0,220131
2024-09-06T11:15:12.693Z,N/A,N/A,"TREASURE - B.L.T (BLING LIKE THIS)",false,France,N/A,1547403587,"library / songs",2024-09-06T11:15:12.693Z,NATURAL_END_OF_TRACK,2024-09-06T11:18:37.773Z,2024-09-06T11:18:37.823Z,2024-09-06T11:15:12.693Z,205080,205080,205080,AUDIO,0,1,0,205080
2024-09-06T11:11:17.729Z,N/A,N/A,"j-hope - Safety Zone",false,France,N/A,1633261047,"library / songs",2024-09-06T11:11:17.729Z,NATURAL_END_OF_TRACK,2024-09-06T11:15:12.723Z,2024-09-06T11:15:12.774Z,2024-09-06T11:14:07.724Z,165340,100341,165340,AUDIO,0,1,0,165340
2024-09-06T11:07:13.402Z,N/A,N/A,"SEVENTEEN - Together",false,France,N/A,1551736000,"library / songs",2024-09-06T11:07:13.402Z,NATURAL_END_OF_TRACK,2024-09-06T11:11:17.802Z,2024-09-06T11:11:17.859Z,2024-09-06T11:07:13.402Z,244400,244400,244400,AUDIO,0,1,0,244400
2024-09-06T11:03:57.047Z,N/A,N/A,"RM - Closer (with Paul Blanco & Mahalia)",false,France,N/A,1654548650,"library / songs",2024-09-06T11:03:57.047Z,NATURAL_END_OF_TRACK,2024-09-06T11:07:13.554Z,2024-09-06T11:07:13.614Z,2024-09-06T11:03:57.047Z,196507,196507,196507,AUDIO,0,1,0,196507
2024-09-06T11:00:39.893Z,N/A,N/A,"BTS - Dimple",false,France,N/A,1627577706,"library / songs",2024-09-06T11:00:39.893Z,NATURAL_END_OF_TRACK,2024-09-06T11:03:56.716Z,2024-09-06T11:03:56.805Z,2024-09-06T11:00:39.893Z,196823,196823,196823,AUDIO,0,1,0,196823
2024-09-06T10:57:49.708Z,N/A,N/A,"B.I - Elevator (feat. CHANMINA)",false,France,N/A,1729105251,"library / songs",2024-09-06T10:57:49.708Z,NATURAL_END_OF_TRACK,2024-09-06T11:00:39.508Z,2024-09-06T11:00:39.666Z,2024-09-06T10:57:49.708Z,169800,169800,169800,AUDIO,0,1,0,169800
2024-09-06T10:55:02.449Z,N/A,N/A,"Jung Kook - Never Let Go",false,France,N/A,1748194068,"library / songs",2024-09-06T10:55:02.449Z,NATURAL_END_OF_TRACK,2024-09-06T10:57:49.309Z,2024-09-06T10:57:49.431Z,2024-09-06T10:55:02.449Z,166860,166860,166860,AUDIO,0,1,0,166860
2024-09-06T10:51:33.120Z,N/A,N/A,"TWS - first hooky",false,France,N/A,1723932654,"library / songs",2024-09-06T10:51:33.120Z,NATURAL_END_OF_TRACK,2024-09-06T10:55:02.526Z,2024-09-06T10:55:02.597Z,2024-09-06T10:51:33.120Z,209406,209406,209406,AUDIO,0,1,0,209406
2024-09-05T10:32:13.625Z,N/A,N/A,"EXO - Hear Me Out",false,France,N/A,1695833436,"library / songs",2024-09-05T10:32:13.625Z,NATURAL_END_OF_TRACK,2024-09-06T10:51:32.850Z,2024-09-06T10:51:32.980Z,2024-09-06T10:51:30.855Z,204093,82069,204093,AUDIO,0,1,0,204094
2024-09-05T10:28:58.443Z,N/A,N/A,"NAYEON - Count It",false,France,N/A,1745594627,"library / songs",2024-09-05T10:28:58.443Z,NATURAL_END_OF_TRACK,2024-09-05T10:32:13.205Z,2024-09-05T10:32:13.343Z,2024-09-05T10:28:58.443Z,194762,194762,194762,AUDIO,0,1,0,194762
2024-09-05T10:25:04.741Z,N/A,N/A,"ASTRO - Footprint",false,France,N/A,1578841982,"library / songs",2024-09-05T10:25:04.741Z,NATURAL_END_OF_TRACK,2024-09-05T10:28:58.062Z,2024-09-05T10:28:58.211Z,2024-09-05T10:27:34.194Z,192080,108212,192080,AUDIO,0,1,0,192080
2024-09-05T10:21:44.168Z,N/A,N/A,"VIVIZ - MANIAC",false,France,N/A,1714197624,"library / songs",2024-09-05T10:21:44.168Z,NATURAL_END_OF_TRACK,2024-09-05T10:25:05.110Z,2024-09-05T10:25:05.170Z,2024-09-05T10:22:39.048Z,195520,146062,195520,AUDIO,0,1,0,195520
2024-09-05T10:17:42.467Z,N/A,N/A,"Gaho - Only You",false,France,N/A,1676901042,"library / songs",2024-09-05T10:17:42.467Z,NATURAL_END_OF_TRACK,2024-09-05T10:21:44.490Z,2024-09-05T10:21:44.548Z,2024-09-05T10:20:11.462Z,224514,131486,224514,AUDIO,0,1,0,224514
2024-09-05T10:14:12.824Z,N/A,N/A,"iKON - LOVE SCENARIO",false,France,N/A,1339623399,"library / songs",2024-09-05T10:14:12.824Z,NATURAL_END_OF_TRACK,2024-09-05T10:17:42.472Z,2024-09-05T10:17:42.521Z,2024-09-05T10:14:12.824Z,209648,209648,209648,AUDIO,0,1,0,209648
2024-09-05T10:10:24.203Z,N/A,N/A,"BTS - Euphoria",false,France,N/A,1598730615,"library / songs",2024-09-05T10:10:24.203Z,NATURAL_END_OF_TRACK,2024-09-05T10:14:12.818Z,2024-09-05T10:14:12.877Z,2024-09-05T10:10:24.203Z,228615,228615,228615,AUDIO,0,1,0,228615
2024-09-05T10:07:16.202Z,N/A,N/A,"EVERGLOW - Colourz",false,France,N/A,1747695779,"library / songs",2024-09-05T10:07:16.202Z,NATURAL_END_OF_TRACK,2024-09-05T10:10:24.482Z,2024-09-05T10:10:24.576Z,2024-09-05T10:07:16.202Z,188280,188280,188280,AUDIO,0,1,0,188280
